"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"12/27/2017","Target","TARGET.COM  *","32.65","debit","Shopping","credit_spending","",""
"12/27/2017","Jewel","JEWEL.COM #3291","140.75","debit","Groceries","credit_spending","",""
"12/27/2017","Jewel","JEWEL #3310","49.17","debit","S: Groceries","credit_spending","",""
"12/27/2017","Jewel","JEWEL #3310","57.00","debit","S: Groceries","credit_spending","",""
"12/26/2017","ATM Fee","NON-CHASE ATM WITHDRAW127406  12/231301   E","3.00","debit","ATM Fee","checking_spending","",""
"12/26/2017","ATM Withdrawal","NON-CHASE ATM WITHDRAW127406  12/231301   E","60.00","debit","Cash & ATM","checking_spending","",""
"12/26/2017","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","300.00","credit","Income","checking_spending","",""
"12/26/2017","Amazon Video","Amazon Video On Demand","6.99","debit","S: Misc","credit_spending","",""
"12/26/2017","Playstation Network","PLAYSTATION NETWORK","5.00","debit","Entertainment","credit_spending","",""
"12/26/2017","Playstation Network","PlaystationNetwork","5.00","debit","Entertainment","credit_spending","",""
"12/26/2017","Playstation Network","PlaystationNetwork","5.00","debit","Entertainment","credit_spending","",""
"12/26/2017","Playstation Network","PLAYSTATION NETWORK","5.00","debit","Entertainment","credit_spending","",""
"12/25/2017","City Mart","CITY MART","37.16","debit","Gas & Fuel","credit_spending","",""
"12/25/2017","1 Cleaners","NO 1 CLEANERS","35.17","debit","Laundry","credit_spending","",""
"12/25/2017","El Molino Restaurant","EL MOLINO RESTAURANT","50.46","debit","Restaurants","credit_spending","",""
"12/25/2017","Taco Bell","TACO BELL#23205","6.01","debit","Fast Food","credit_spending","",""
"12/25/2017","American","BOLD AMERICAN FARE","95.51","debit","Business Services","credit_spending","",""
"12/25/2017","AT&T","AT&T*BILL PAYMENT","137.54","debit","Home Phone","credit_bills","",""
"12/24/2017","Home Depot","THE HOME DEPOT #1940","7.95","debit","Home Improvement","credit_spending","",""
"12/24/2017","Panera Bread","PANERA BREAD #203291","35.58","debit","Fast Food","credit_spending","",""
"12/24/2017","Jewel","JEWEL #3310","23.92","debit","S: Groceries","credit_spending","",""
"12/24/2017","Target","TARGET        00018010","50.00","debit","Shopping","credit_spending","",""
"12/24/2017","Shutterfly","SHUTTERFLY","21.52","debit","Hobbies","credit_spending","",""
"12/24/2017","Michaels","MICHAELS STORES 4802","63.70","debit","Hobbies","credit_spending","",""
"12/24/2017","Etsy.com","Etsy.com - FeminaHandmade","48.10","debit","Shopping","credit_spending","",""
"12/24/2017","Walgreens","WALGREENS #5284","5.16","debit","Pharmacy","credit_spending","",""
"12/22/2017","Transfer to checking_savings","Online Transfer to  MMA ...6356transaction#: 6746334698","231.00","debit","T: Savings","checking_spending","",""
"12/22/2017","Transfer to checking_bills","Online Transfer to  CHK ...4717transaction#: 6746334994","703.00","debit","Transfer","checking_spending","",""
"12/22/2017","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 6746334698","231.00","credit","Transfer","checking_savings","",""
"12/22/2017","Beyond Tomorrow Comics","BEYOND TOMORROW COMICS","36.81","debit","S: Comic Books","credit_spending","",""
"12/22/2017","The Algonquin Sub Shop","THE ALGONQUIN SUB SHOP","29.22","debit","Fast Food","credit_spending","",""
"12/22/2017","Amazon","Amazon.com","12.74","debit","Shopping","credit_spending","",""
"12/22/2017","Taco Bell","TACO BELL 001423","6.63","debit","Fast Food","credit_spending","",""
"12/22/2017","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 6746334994","703.00","credit","Transfer","checking_bills","",""
"12/21/2017","Kranze Technolog Quickbooks","KRANZE TECHNOLOG QUICKBOOKSPPD ID: 1722616653","3029.20","credit","Paycheck","checking_spending","",""
"12/21/2017","Jewel","JEWEL #3310","54.53","debit","S: Groceries","credit_spending","",""
"12/21/2017","Home Depot","THE HOME DEPOT #1940","59.25","debit","Home Improvement","credit_spending","",""
"12/21/2017","Taco Bell","TACO BELL #32100","7.74","debit","Fast Food","credit_spending","",""
"12/20/2017","Home Depot","THE HOME DEPOT 1940","28.42","debit","Home Improvement","credit_spending","",""
"12/20/2017","Amazon Video","Amazon Video On Demand","7.99","debit","S: Misc","credit_spending","",""
"12/20/2017","Friendly Plumbing LLC","SQ *FRIENDLY PLUMBING","925.00","debit","Home","credit_spending","",""
"12/20/2017","Target","TARGET        00013854","8.10","credit","Shopping","credit_spending","",""
"12/20/2017","Direct Vapes","DIRECT VAPE LLC","30.83","debit","Business Services","credit_spending","",""
"12/20/2017","Amazon","AMAZON MKTPLACE PMTS","14.99","debit","Shopping","credit_spending","",""
"12/20/2017","Fandango","FANDANGO.COM","25.02","debit","Movies & DVDs","credit_spending","",""
"12/20/2017","Amazon Video","Amazon Video On Demand","3.99","debit","S: Misc","credit_spending","",""
"12/20/2017","Jewel","JEWEL.COM #3291","75.62","debit","Groceries","credit_spending","",""
"12/20/2017","Walgreens","WALGREENS #5284","42.71","debit","Pharmacy","credit_spending","",""
"12/20/2017","Target","TARGET        00013854","109.31","debit","Shopping","credit_spending","",""
"12/20/2017","Amazon Video","Amazon Video On Demand","9.99","debit","S: Misc","credit_spending","",""
"12/20/2017","Target","TARGET        00013854","29.74","credit","Shopping","credit_spending","",""
"12/19/2017","Electronics Boutique","EB GAMES #4901","21.54","debit","Electronics & Software","credit_spending","",""
"12/19/2017","Fresh Thyme M","FRESH THYME #101 M","44.00","debit","S: Groceries","credit_spending","",""
"12/19/2017","Thorntons Inc","THORNTONS #316","27.09","debit","S: Gas","credit_spending","",""
"12/19/2017","Jewel","JEWEL #3310","44.00","debit","S: Groceries","credit_spending","",""
"12/18/2017","Dt Duluth Trading","DT *DULUTH TRADING CO","137.40","debit","Clothing","credit_spending","",""
"12/18/2017","The Algonquin Sub Shop","THE ALGONQUIN SUB SHOP","33.04","debit","Fast Food","credit_spending","",""
"12/18/2017","Walgreens","WALGREENS #5284","102.04","debit","Pharmacy","credit_spending","",""
"12/18/2017","Jewel","JEWEL #3310","4.06","debit","S: Groceries","credit_spending","",""
"12/18/2017","Jewel","JEWEL #3310","14.22","debit","S: Groceries","credit_spending","",""
"12/17/2017","American Eagle Outfitters","A EAGLE OUTFTR00006593","294.09","debit","Clothing","credit_spending","",""
"12/17/2017","Wal-Mart","WAL-MART #5060","133.87","debit","Shopping","credit_spending","",""
"12/17/2017","Panera Bread","PANERA BREAD #203291","25.69","debit","Fast Food","credit_spending","",""
"12/17/2017","Express","EXPRESS#0665","70.54","credit","Credit Card Payment","credit_spending","",""
"12/17/2017","Thorntons Inc","THORNTONS #316","29.94","debit","S: Gas","credit_spending","",""
"12/17/2017","Amazon","AMAZON MKTPLACE PMTS","12.99","credit","Shopping","credit_spending","",""
"12/17/2017","Jewel","JEWEL #3496","12.81","debit","S: Groceries","credit_spending","",""
"12/17/2017","American Eagle Outfitters","A EAGLE OUTFTR00020552","22.86","credit","Clothing","credit_spending","",""
"12/17/2017","Wal-Mart","WALMART.COM","47.41","debit","S: Misc","credit_spending","",""
"12/17/2017","Chipotle","CHIPOTLE 2298","10.59","debit","S: Restaurant","credit_spending","",""
"12/15/2017","Kranze Technolog Quickbooks","KRANZE TECHNOLOG QUICKBOOKSPPD ID: 1722616653","3395.32","credit","Paycheck","checking_spending","",""
"12/15/2017","Transfer to checking_savings","Online Transfer to  MMA ...6356transaction#: 6729765699","231.00","debit","T: Savings","checking_spending","",""
"12/15/2017","Transfer to checking_bills","Online Transfer to  CHK ...4717transaction#: 6729765700","703.00","debit","Transfer","checking_spending","",""
"12/15/2017","ATM Withdrawal","ATM WITHDRAWAL000681  12/151000 S RA","80.00","debit","Cash & ATM","checking_spending","",""
"12/15/2017","Interest","INTEREST PAYMENT","0.04","credit","Interest Income","checking_spending","",""
"12/15/2017","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 6729765699","231.00","credit","Transfer","checking_savings","",""
"12/15/2017","Interest","INTEREST PAYMENT","0.30","credit","Interest Income","checking_savings","",""
"12/15/2017","Home Depot","THE HOME DEPOT #1940","19.14","debit","Home Improvement","credit_spending","",""
"12/15/2017","Target","TARGET.COM  *","0.45","debit","Shopping","credit_spending","",""
"12/15/2017","Target","TARGET.COM  *","46.19","debit","Shopping","credit_spending","",""
"12/15/2017","Amazon","AMAZON MKTPLACE PMTS","28.31","debit","Shopping","credit_spending","",""
"12/15/2017","The UPS Store","THE UPS STORE #4073","25.91","debit","Business Services","credit_spending","",""
"12/15/2017","Venmo","VENMO","61.80","debit","Transfer","credit_spending","",""
"12/15/2017","Meijer","MEIJER # 206","71.30","debit","Groceries","credit_spending","",""
"12/15/2017","Amazon","Amazon.com","35.90","debit","Shopping","credit_spending","",""
"12/15/2017","Beyond Tomorrow Comics","BEYOND TOMORROW COMICS","32.32","debit","S: Comic Books","credit_spending","",""
"12/15/2017","Amazon","AMAZON MKTPLACE PMTS","68.18","debit","Shopping","credit_spending","",""
"12/15/2017","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 6729765700","703.00","credit","Transfer","checking_bills","",""
"12/15/2017","Commonwealth Ed Online","COMMONWEALTH ED  ONLINE PMT CKF323729887POS WEB ID: 1061291316","79.23","debit","Credit Card Payment","checking_bills","",""
"12/15/2017","Interest","INTEREST PAYMENT","0.08","credit","Interest Income","checking_bills","",""
"12/14/2017","Nars Cosmetics","NARS COSMETICS","44.63","debit","Spa & Massage","credit_spending","",""
"12/14/2017","Amazon","AMAZON MKTPLACE PMTS","20.50","credit","Shopping","credit_spending","",""
"12/14/2017","Marianos","MARIANOS      00085324","15.76","debit","Gift","credit_spending","",""
"12/14/2017","Kohl's","KOHLS #0662","58.16","debit","Clothing","credit_spending","",""
"12/14/2017","Amazon","AMAZON MKTPLACE PMTS","25.98","debit","Shopping","credit_spending","",""
"12/14/2017","Target","TARGET.COM  *","29.74","debit","Shopping","credit_spending","",""
"12/14/2017","Panera Bread","PANERA BREAD #203291","30.78","debit","Fast Food","credit_spending","",""
"12/14/2017","Amazon","Amazon.com","42.50","debit","Shopping","credit_spending","",""
"12/14/2017","Domino's Pizza","DOMINO'S 2962","38.00","debit","Fast Food","credit_spending","",""
"12/14/2017","Check 856","CHECK 856","1392.70","debit","Check","checking_bills","",""
"12/14/2017","Village of Algonquin","VILLAGE OF ALGON W/S BILLPPD ID: 36-6005766","66.60","debit","Fees & Charges","checking_bills","",""
"12/13/2017","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","254.26","credit","Income","checking_spending","",""
"12/13/2017","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","222.44","credit","Income","checking_spending","",""
"12/13/2017","Amazon","AMAZON MKTPLACE PMTS","34.95","debit","Shopping","credit_spending","",""
"12/13/2017","American","BOLD AMERICAN FARE","49.33","debit","Business Services","credit_spending","",""
"12/13/2017","Naf Naf Grill","NAF NAF GRILL 013","12.46","debit","S: Restaurant","credit_spending","",""
"12/13/2017","Etsy.com","Etsy.com - LoudUniverseHo","38.05","debit","Shopping","credit_spending","",""
"12/13/2017","Orkin LLC","ORKIN  LLC 002","85.00","debit","Home Services","credit_bills","",""
"12/12/2017","Us Weekly","US WEEKLY","39.95","debit","Gift","credit_spending","",""
"12/12/2017","Jewel","JEWEL #3310","241.94","debit","S: Groceries","credit_spending","",""
"12/12/2017","Hulu","HLU*Hulu 15253597-U","11.99","debit","Movies & DVDs","credit_bills","",""
"12/11/2017","Amazon","Amazon.com","10.61","debit","Shopping","credit_spending","",""
"12/11/2017","1 Cleaners","NO 1 CLEANERS","13.95","debit","Laundry","credit_spending","",""
"12/10/2017","Thorntons Inc","THORNTONS #316","17.21","debit","S: Gas","credit_spending","",""
"12/10/2017","Carrs","MCMASTER-CARR","14.70","debit","Groceries","credit_spending","",""
"12/10/2017","Latincity","LATINCITY","26.42","debit","Restaurants","credit_spending","",""
"12/10/2017","Taco Bell","TACO BELL 002131","7.74","debit","Fast Food","credit_spending","",""
"12/10/2017","Burgerfi","BURGERFI-GLENVIEW","12.04","debit","Fast Food","credit_spending","",""
"12/10/2017","Walgreens","WALGREENS #5284","13.80","debit","Pharmacy","credit_spending","",""
"12/10/2017","Beyond Tomorrow Comics","BEYOND TOMORROW COMICS","52.07","debit","S: Comic Books","credit_spending","",""
"12/10/2017","American Eagle Outfitters","A EAGLE OUTFTR00020552","77.36","debit","Clothing","credit_spending","",""
"12/10/2017","American Eagle Outfitters","A EAGLE OUTFTR00020552","455.62","credit","Clothing","credit_spending","",""
"12/10/2017","Msg Chi Theatre","MSG CHI THEATRE REST","25.20","debit","Movies & DVDs","credit_spending","",""
"12/10/2017","Block","72417 - BLOCK 37","15.00","debit","Parking","credit_spending","",""
"12/10/2017","Netflix","Netflix.com","10.99","debit","Movies & DVDs","credit_bills","",""
"12/08/2017","Transfer to checking_savings","Online Transfer to  MMA ...6356transaction#: 6709105361","231.00","debit","T: Savings","checking_spending","",""
"12/08/2017","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 6709105361","231.00","credit","Transfer","checking_savings","",""
"12/08/2017","iTunes","APL* ITUNES.COM/BILL","2.99","debit","B: Digital Services","credit_spending","",""
"12/08/2017","Kohl's","KOHLS #0662","34.68","debit","Clothing","credit_spending","",""
"12/08/2017","Marianos","MARIANOS      00085324","23.03","debit","Gift","credit_spending","",""
"12/08/2017","Thorntons Inc","THORNTONS #316","27.68","debit","S: Gas","credit_spending","",""
"12/08/2017","Potbelly Sandwich Works","POTBELLY #286","18.10","debit","Fast Food","credit_spending","",""
"12/08/2017","Exxon","EXXONMOBIL    97474118","28.47","debit","S: Gas","credit_spending","",""
"12/07/2017","iTunes","APL* ITUNES.COM/BILL","0.69","debit","B: Digital Services","credit_spending","",""
"12/07/2017","Madras Cafe Inc","MADRAS CAFE","13.13","debit","Restaurants","credit_spending","",""
"12/07/2017","Taco Bell","TACO BELL 001423","7.74","debit","Fast Food","credit_spending","",""
"12/07/2017","Panera Bread","PANERA BREAD #203291","31.19","debit","Fast Food","credit_spending","",""
"12/07/2017","Madras Cafe Inc","MADRAS CAFE","10.02","debit","Restaurants","credit_spending","",""
"12/07/2017","Cinema Movies","CINEMA 12 MOVIES","30.00","debit","Movies & DVDs","credit_spending","",""
"12/06/2017","Chubby's","CHUBBY'S","24.33","debit","S: Restaurant","credit_spending","",""
"12/06/2017","American Eagle Outfitters","A EAGLE OUTFTR00027037","121.93","debit","Clothing","credit_spending","",""
"12/05/2017","Hanes.com","HANES.COM","14.01","debit","Clothing","credit_spending","",""
"12/05/2017","Comcast","COMCAST CHICAGO","79.95","debit","Internet","credit_bills","",""
"12/05/2017","Wf Home Mtg","WF HOME MTG      AUTO PAY   0471893636      WEB ID: 1562287461","1669.25","debit","B: Mortgage","checking_bills","",""
"12/04/2017","Quickpay With Zelle","QuickPay with Zelle payment to CLUTTER FREE BY CHRISSY 671519073","30.00","debit","Credit Card Payment","checking_spending","",""
"12/04/2017","Chase Ending In","Payment to Chase card ending in0545","7850.62","debit","Credit Card Payment","checking_spending","",""
"12/04/2017","Jewel","JEWEL #3310","122.74","debit","S: Groceries","credit_spending","",""
"12/04/2017","Sam's Club","SAMSCLUB.COM","55.41","debit","Shopping","credit_spending","",""
"12/04/2017","American Eagle Outfitters","A EAGLE OUTFTR00006593","432.85","debit","Clothing","credit_spending","",""
"12/04/2017","Chipotle","CHIPOTLE ONLINE","75.14","debit","Fast Food","credit_spending","",""
"12/04/2017","The Algonquin Sub Shop","THE ALGONQUIN SUB SHOP","27.12","debit","Fast Food","credit_spending","",""
"12/04/2017","Amazon","AMAZON MKTPLACE PMTS","16.19","debit","Shopping","credit_spending","",""
"12/04/2017","Port Edward","PORT EDWARD","162.98","debit","Restaurants","credit_spending","",""
"12/04/2017","Jewel","JEWEL #3518","12.22","debit","S: Groceries","credit_spending","",""
"12/04/2017","Chase Ending In","Payment to Chase card ending in5444","242.46","debit","Credit Card Payment","checking_bills","",""
"12/03/2017","Chipotle","CHIPOTLE 0631","7.62","debit","S: Restaurant","credit_spending","",""
"12/03/2017","Amazon Video","Amazon Video On Demand","2.99","debit","S: Misc","credit_spending","",""
"12/03/2017","White House","WHITE HOUSE #3185","50.00","debit","Clothing","credit_spending","",""
"12/03/2017","Red Mango","RED MANGO - CARY","2.72","debit","Food & Dining","credit_spending","",""
"12/03/2017","Amazon Video","Amazon Video On Demand","2.99","debit","S: Misc","credit_spending","",""
"12/03/2017","Visit Patreon.com Info","VISIT PATREON.COM/INFO","4.00","debit","Entertainment","credit_spending","",""
"12/03/2017","American Eagle Outfitters","A EAGLE OUTFTR00006593","51.78","debit","Clothing","credit_spending","",""
"12/03/2017","Bear Paddle Swim","BEAR PADDLE SWIM SCHOOL -","90.00","debit","Tuition","credit_spending","",""
"12/03/2017","Thank You Web","Payment Thank You - Web","7850.62","credit","Credit Card Payment","credit_spending","",""
"12/03/2017","Amazon Video","Amazon Video On Demand","14.99","debit","S: Misc","credit_spending","",""
"12/03/2017","Geeknet","GEEKNET, INC","27.94","debit","Clothing","credit_spending","",""
"12/03/2017","Thank You Web","Payment Thank You - Web","242.46","credit","Credit Card Payment","credit_bills","",""
"12/02/2017","Payment","PAYMENT","1669.25","credit","Loan Payment","MORTGAGE","",""
"12/01/2017","Transfer to checking_savings","Online Transfer to  MMA ...6356transaction#: 6691801517","231.00","debit","T: Savings","checking_spending","",""
"12/01/2017","Transfer to checking_bills","Online Transfer to  CHK ...4717transaction#: 6691801518","703.00","debit","Transfer","checking_spending","",""
"12/01/2017","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 6691801517","231.00","credit","Transfer","checking_savings","",""
"12/01/2017","Jewel","JEWEL #3310","50.47","debit","S: Groceries","credit_spending","",""
"12/01/2017","Jimmy John's","JIMMY JOHNS - 836 - MOTO","27.11","debit","Restaurants","credit_spending","",""
"12/01/2017","Dollar Tree","DOLLAR TREE","18.32","debit","Shopping","credit_spending","",""
"12/01/2017","Safetysign.com","SAFETYSIGN.COM","30.20","debit","Gift","credit_spending","",""
"12/01/2017","Restaurant","1776 RESTAURANT","112.70","debit","Restaurants","credit_spending","",""
"12/01/2017","Jewel","JEWEL #3310","10.70","debit","S: Groceries","credit_spending","",""
"12/01/2017","Amazon","Amazon.com","18.26","debit","Shopping","credit_spending","",""
"12/01/2017","Beyond Tomorrow Comics","BEYOND TOMORROW COMICS","13.46","debit","S: Comic Books","credit_spending","",""
"12/01/2017","Thorntons Inc","THORNTONS #316","29.23","debit","S: Gas","credit_spending","",""
"12/01/2017","Amazon Video","Amazon Video On Demand","9.99","debit","S: Misc","credit_spending","",""
"12/01/2017","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 6691801518","703.00","credit","Transfer","checking_bills","",""
"12/01/2017","Ford","FORD MOTOR CR    FORDCREDITPPD ID: 3534610001","500.00","debit","B: Auto Payment","checking_bills","",""
"11/30/2017","Kranze Technolog Quickbooks","KRANZE TECHNOLOG QUICKBOOKSPPD ID: 1722616653","3123.90","credit","Paycheck","checking_spending","",""
"11/30/2017","ATM Cash Deposit","ATM CASH DEPOSIT 11/30 1350 E ALGONQUIN RD ALGONQUIN IL","195.00","credit","Income","checking_spending","",""
"11/30/2017","Trader Joe's","TRADER JOE'S #699  QPS","89.65","debit","Groceries","credit_spending","",""
"11/30/2017","Amazon","AMZN CLDPLYR PREM","24.99","debit","Shopping","credit_spending","",""
"11/30/2017","Amazon","AMAZON MKTPLACE PMTS","28.32","debit","Shopping","credit_spending","",""
"11/30/2017","Fresh Thyme M","FRESH THYME #101 M","35.00","debit","S: Groceries","credit_spending","",""
"11/30/2017","Amazon Video","Amazon Video On Demand","1.99","debit","S: Misc","credit_spending","",""
"11/29/2017","Home Depot","THE HOME DEPOT 1913","8.31","debit","Home Improvement","credit_spending","",""
"11/29/2017","Amazon","Amazon.com","12.11","debit","Shopping","credit_spending","",""
"11/29/2017","Focusattack","FOCUSATTACK","61.84","debit","Electronics & Software","credit_spending","",""
"11/29/2017","Amazon","AMAZON MKTPLACE PMTS","20.99","debit","Shopping","credit_spending","",""
"11/29/2017","Amazon","Amzn CldDrv Tier","59.99","debit","Shopping","credit_spending","",""
"11/29/2017","Amazon Video","Amazon Video On Demand","1.99","debit","S: Misc","credit_spending","",""
"11/28/2017","Morettis Ristorante Pi","MORETTIS RISTORANTE & PI","29.12","debit","S: Restaurant","credit_spending","",""
"11/28/2017","Fresh Thyme M","FRESH THYME #101 M","68.36","debit","S: Groceries","credit_spending","",""
"11/28/2017","Etsy.com","Etsy.com - TentAndTiara","5.00","debit","Shopping","credit_spending","",""
"11/28/2017","Chipotle","CHIPOTLE 2298","7.52","debit","S: Restaurant","credit_spending","",""
"11/27/2017","Hanes.com","HANES.COM","15.95","credit","Clothing","credit_spending","",""
"11/27/2017","Target","TARGET        00018010","52.75","credit","Shopping","credit_spending","",""
"11/27/2017","Target","TARGET        00018010","8.49","credit","Shopping","credit_spending","",""
"11/27/2017","Target","TARGET        00018010","18.29","debit","Shopping","credit_spending","",""
"11/27/2017","Wal-Mart","WAL-MART #1377","5.33","debit","Shopping","credit_spending","",""
"11/27/2017","Target","TARGET        00018010","8.62","credit","Shopping","credit_spending","",""
"11/27/2017","The Algonquin Sub Shop","THE ALGONQUIN SUB SHOP","33.91","debit","Fast Food","credit_spending","",""
"11/27/2017","Amazon","Amazon.com","10.15","debit","Shopping","credit_spending","",""
"11/27/2017","Home Goods","HOMEGOODS #290","32.30","debit","Furnishings","credit_spending","",""
"11/27/2017","Target","TARGET        00018010","136.79","debit","Shopping","credit_spending","",""
"11/27/2017","Jewel","JEWEL #3310","208.74","debit","S: Groceries","credit_spending","",""
"11/27/2017","Michaels","MICHAELS STORES 4802","79.10","debit","Hobbies","credit_spending","",""
"11/27/2017","Amazon Kindle","Amazon Services-Kindle","6.99","debit","Books","credit_spending","",""
"11/27/2017","Domino's Pizza","DOMINO'S 2962","27.20","debit","Fast Food","credit_spending","",""
"11/27/2017","Michaels","MICHAELS STORES 4802","25.27","credit","Hobbies","credit_spending","",""
"11/26/2017","Amazon","AMAZON MKTPLACE PMTS","75.97","debit","Shopping","credit_spending","",""
"11/26/2017","Jewel","JEWEL #3310","36.59","debit","S: Groceries","credit_spending","",""
"11/26/2017","Michaels","MICHAELS STORES 4802","126.41","debit","Hobbies","credit_spending","",""
"11/26/2017","AT&T","AT&T*BILL PAYMENT","137.54","debit","Home Phone","credit_bills","",""
"11/24/2017","Transfer to checking_savings","Online Transfer to  MMA ...6356transaction#: 6676008741","231.00","debit","T: Savings","checking_spending","",""
"11/24/2017","Transfer to checking_bills","Online Transfer to  CHK ...4717transaction#: 6676008749","703.00","debit","Transfer","checking_spending","",""
"11/24/2017","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 6676008741","231.00","credit","Transfer","checking_savings","",""
"11/24/2017","BP","BP#8941106MCHENRY BP 154","30.28","debit","Gas & Fuel","credit_spending","",""
"11/24/2017","Bath & Body Works","BATH & BODY WORKS.COM","27.61","debit","Spa & Massage","credit_spending","",""
"11/24/2017","Sam's Club","SAMSCLUB.COM","98.56","debit","Shopping","credit_spending","",""
"11/24/2017","Beyond Tomorrow Comics","BEYOND TOMORROW COMICS","37.71","debit","S: Comic Books","credit_spending","",""
"11/24/2017","BP","BP#8941106MCHENRY BP 154","12.89","debit","Gas & Fuel","credit_spending","",""
"11/24/2017","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 6676008749","703.00","credit","Transfer","checking_bills","",""
"11/23/2017","JCPenney","JCPENNEY.COM","16.38","debit","Clothing","credit_spending","",""
"11/23/2017","Hautlk Rack","HAUTLK RACK8885478438","103.36","credit","Credit Card Payment","credit_spending","",""
"11/23/2017","Village of Algonquin","VILLAGE OF ALGONQUIN I","53.50","debit","Fees & Charges","credit_spending","",""
"11/23/2017","Old Navy","OLD NAVY ON-LINE","56.08","debit","Clothing","credit_spending","",""
"11/23/2017","Marianos","MARIANOS      00085324","11.08","debit","Gift","credit_spending","",""
"11/23/2017","Jewel","JEWEL #3310","35.70","debit","S: Groceries","credit_spending","",""
"11/23/2017","Village of Algonquin","VILLAGE OF ALGONQUIN I","128.50","debit","Fees & Charges","credit_spending","",""
"11/23/2017","Jimmy John's","JIMMY JOHNS - 836 - MOTO","30.72","debit","Restaurants","credit_spending","",""
"11/23/2017","Amazon","AMAZON MKTPLACE PMTS","11.99","debit","Shopping","credit_spending","",""
"11/22/2017","Baby Jesses Hospital","WPY*Baby Jesses Hospital","50.00","debit","Doctor","credit_spending","",""
"11/22/2017","Target","TARGET.COM  *","0.50","debit","Shopping","credit_spending","",""
"11/22/2017","Amazon","AMAZON MKTPLACE PMTS","11.95","debit","Shopping","credit_spending","",""
"11/22/2017","Amazon","AMAZON MKTPLACE PMTS","22.99","debit","Shopping","credit_spending","",""
"11/22/2017","Target","TARGET.COM  *","26.56","debit","Shopping","credit_spending","",""
"11/22/2017","Target","TARGET        00018010","180.77","debit","Shopping","credit_spending","",""
"11/22/2017","Target","TARGET        00018010","16.13","credit","Shopping","credit_spending","",""
"11/21/2017","Amazon","AMAZON MKTPLACE PMTS","26.18","debit","Shopping","credit_spending","",""
"11/21/2017","Amazon","AMAZON MKTPLACE PMTS","12.97","credit","Shopping","credit_spending","",""
"11/21/2017","Domino's Pizza","DOMINO'S 2962","26.10","debit","Fast Food","credit_spending","",""
"11/21/2017","Jewel","JEWEL #3310","65.14","debit","S: Groceries","credit_spending","",""
"11/21/2017","Amazon","AMAZON MKTPLACE PMTS","30.42","credit","Shopping","credit_spending","",""
"11/21/2017","Amazon","AMAZON MKTPLACE PMTS","21.74","credit","Shopping","credit_spending","",""
"11/21/2017","Amazon","AMAZON MKTPLACE PMTS","24.60","debit","Shopping","credit_spending","",""
"11/20/2017","Amazon","AMAZON MKTPLACE PMTS","120.78","debit","Shopping","credit_spending","",""
"11/20/2017","Woods Creek Tavern","WOODS CREEK TAVERN","50.04","debit","Food & Dining","credit_spending","",""
"11/20/2017","Express","EXPRESS#0665","42.44","credit","Credit Card Payment","credit_spending","",""
"11/20/2017","Target","TARGET.COM  *","16.98","debit","Shopping","credit_spending","",""
"11/20/2017","Walgreens","WALGREENS #5284","42.72","debit","Pharmacy","credit_spending","",""
"11/20/2017","Amazon Video","Amazon Video On Demand","19.99","debit","S: Misc","credit_spending","",""
"11/20/2017","Amazon","AMAZON MKTPLACE PMTS","95.71","debit","Shopping","credit_spending","",""
"11/20/2017","Express","EXPRESS#0665","84.90","credit","Credit Card Payment","credit_spending","",""
"11/20/2017","Amazon","AMAZON MKTPLACE PMTS","19.90","debit","Shopping","credit_spending","",""
"11/19/2017","Trader Joe's","TRADER JOE'S #699  QPS","109.65","debit","Groceries","credit_spending","",""
"11/19/2017","Target","TARGET        00018010","142.33","debit","Shopping","credit_spending","",""
"11/19/2017","Fresh Thyme M","FRESH THYME #101 M","32.26","debit","S: Groceries","credit_spending","",""
"11/19/2017","Target","TARGET.COM  *","16.13","debit","Shopping","credit_spending","",""
"11/19/2017","Target","TARGET.COM  *","15.75","debit","Shopping","credit_spending","",""
"11/19/2017","Target","TARGET.COM  *","55.21","debit","Shopping","credit_spending","",""
"11/19/2017","Jewel","JEWEL #3310","5.85","debit","S: Groceries","credit_spending","",""
"11/19/2017","Amazon","Amazon.com","25.49","debit","Shopping","credit_spending","",""
"11/19/2017","Shutterfly","SHUTTERFLY","32.50","debit","Hobbies","credit_spending","",""
"11/19/2017","Amazon","AMAZON MKTPLACE PMTS","21.86","debit","Shopping","credit_spending","",""
"11/19/2017","Target","TARGET.COM  *","1.82","debit","Shopping","credit_spending","",""
"11/19/2017","Amazon Kindle","Amazon Services-Kindle","8.50","debit","Books","credit_spending","",""
